epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9163.3,1.58834,1.88647,1.56127,0.39197,0.53944,0.37806,0.22417,1.48066,1.89526,1.4449,0.00047583,0.00047583,0.00047583
